ID,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Expected Price ($1k),amount_selling_cars_2017,amount_selling_cars_2018,amount_selling_cars_2019,amount_selling_cars_2020,amount_selling_cars_2021,accumulative_selling_cars,Expense
EV90290,CA,2018.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,69.0,1706,3971,2901,3277,3574,15429,53.0
EV73025,CA,2021.0,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33.4,1909,2613,1216,1807,4516,12061,29.4
EV34563,CA,2018.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,21.998,3885,2479,3853,1454,2008,13679,8.998000000000001
EV62554,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,3962,2944,4245,4480,4723,20354,61.0
EV67778,CA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,2017,2400,3982,3992,2850,15241,57.0
EV8078,CA,2018.0,VOLVO,XC60 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,37.0,4676,1260,3743,4075,1505,15259,32.0
EV33560,CA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,4555,2343,1271,4468,3696,16333,13.0
EV62962,CA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,2929,3102,2887,3050,4571,16539,51.0
EV53024,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,2377,4675,2923,1042,4304,15321,44.0
EV56095,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3714,3192,2701,3452,4646,17705,62.0
EV79839,CA,2012.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,16.0,1137,1990,4042,1849,2760,11778,9.0
EV61749,CA,2021.0,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,43.0,2877,3083,3657,4313,2407,16337,39.0
EV64133,CA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,3556,2451,2628,2258,3742,14635,5.004000000000001
EV49333,CA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2034,4851,1467,1158,2231,11741,38.0
EV10678,CA,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,2225,2912,2591,2244,4245,14217,24.0
EV51874,CA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,2786,4722,2846,3529,1910,15793,44.0
EV40931,CA,2020.0,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,27.0,1613,4116,2355,1556,2757,12397,9.0
EV9407,CA,2022.0,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,29.49,2487,2591,3632,3509,2342,14561,12.489999999999998
EV33691,CA,2020.0,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,54.0,4874,3530,1714,4295,2162,16575,44.0
EV90593,CA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,3843,4390,1602,3344,4468,17647,4.0
EV79775,CA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,3219,2059,4615,1313,3133,14339,9.004000000000001
EV80698,CA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,3429,2925,3900,2722,3194,16170,10.0
EV61412,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3108,2861,3937,1841,4509,16256,65.0
EV43620,CA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,2215,2561,4328,2006,4348,15458,54.0
EV21929,CA,2014.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,4229,3490,3874,2284,3551,17428,10.0
EV13924,CA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4400,1200,2050,1801,1049,10500,52.0
EV40740,CA,2015.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,18.5,4920,2348,1883,4608,2723,16482,3.5
EV30041,CA,2020.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,26.0,1302,2911,2126,3387,1593,11319,15.0
EV61793,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,4146,4473,3801,3842,2617,18879,57.0
EV8223,CA,2017.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,27.0,2986,3128,1519,4433,2667,14733,8.0
EV82770,CA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,2741,4298,1376,1078,4327,13820,18.0
EV24612,CA,2018.0,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,24.283,1002,4322,3022,4065,2059,14470,16.283
EV24698,CA,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,4550,1026,1673,4790,4987,17026,5.199999999999999
EV1996,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,2829,2496,2012,3510,1465,12312,64.0
EV6660,CA,2021.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,70.0,1411,1253,2794,1302,3682,10442,67.0
EV82143,CA,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,2735,1134,1857,4761,2326,12813,7.0
EV75821,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1941,3360,2775,1375,3933,13384,64.0
EV38172,CA,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,1165,2686,2366,1257,2648,10122,3.1999999999999993
EV47136,CA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,2944,4345,2409,4305,2647,16650,48.0
EV22962,CA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,4159,3656,2344,2768,3779,16706,54.0
EV15457,CA,2020.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,102.0,2105,2465,1844,3437,2343,12194,88.0
EV29380,CA,2013.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14.5,1805,4578,4789,2249,4754,18175,3.5
EV7112,CA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,1577,2521,4420,2313,4706,15537,8.0
EV16537,CA,2016.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,19.0,2773,3054,4380,3222,1500,14929,6.0
EV44079,CA,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,1485,2740,4379,4695,4822,18121,26.0
EV83157,CA,2019.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,21.258,2045,2035,2058,4726,1192,12056,18.258
EV77694,CA,2016.0,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,20.0,1510,1134,3287,4079,1922,11932,11.0
EV25382,CA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3488,3723,2096,4190,2798,16295,3.0
EV90376,CA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,3486,3779,3100,1497,4051,15913,8.0
EV24418,CA,2018.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22.857,2860,4801,2314,2412,1010,13397,5.856999999999999
EV53548,CA,2014.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,30.0,1673,1506,4697,1581,3592,13049,20.0
EV67447,CA,2021.0,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,58.6,3229,1136,2751,1688,4861,13665,47.6
EV66090,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,2156,4179,1069,3924,3799,15127,58.0
EV15835,CA,2021.0,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,39.0,3321,4405,3272,1963,3036,15997,27.0
EV60256,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3499,3030,3540,1886,1165,13120,57.0
EV21631,CA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,2036,3512,2931,3703,1611,13793,61.0
EV86072,CA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,4134,1321,3792,2020,4582,15849,12.0
EV58277,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,3198,2655,3627,3311,1303,14094,44.0
EV30783,CA,2015.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,3552,3069,3173,1788,3278,14860,8.0
EV36364,CA,2018.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,25.004,4201,2530,1978,1771,4715,15195,12.004000000000001
EV7584,CA,2018.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,30.0,4684,1013,1893,2563,4732,14885,24.0
EV86638,CA,2021.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,36.6,2505,1177,1762,4134,1929,11507,30.6
EV25361,CA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4863,1098,4186,1614,4537,16298,47.0
EV89706,CA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,2051,4164,1859,1693,1358,11125,8.0
EV28659,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,1715,4801,4556,3439,1669,16180,33.0
EV34751,CA,2016.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,70.0,4657,3460,3504,1286,2120,15027,59.0
EV17712,CA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2394,2278,4599,4758,4506,18535,50.0
EV91539,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,4348,2703,2303,4629,3044,17027,38.0
EV72117,CA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,4083,2434,1943,3552,3102,15114,11.0
EV37454,CA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,2740,1690,4186,4656,2194,15466,2.0
EV60629,CA,2014.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,3750,2335,3948,3180,3550,16763,7.0
EV3829,CA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,1463,1424,4515,2316,3014,12732,12.0
EV64808,CA,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,4879,3228,4804,2109,1445,16465,20.5
EV51373,CA,2016.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,20.0,3915,2336,2363,3210,2005,13829,5.0
EV28252,CA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,3947,2067,1438,1383,1233,10068,9.0
EV62348,CA,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,2224,3478,4783,4166,4694,19345,84.0
EV81589,CA,2019.0,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,22.3,3657,3458,2593,1457,4395,15560,9.3
EV32712,CA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4439,3330,4844,1688,4126,18427,54.0
EV9613,CA,2019.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,25.0,4394,2920,2746,1470,1585,13115,14.0
EV37181,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,1198,3103,4754,1009,4778,14842,44.0
EV89557,CA,2020.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,40.0,4500,4644,4767,1316,4730,19957,27.0
EV73936,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1280,2047,3489,1113,1066,8995,57.0
EV72646,CA,2019.0,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,22.0,4303,3410,4075,1555,3775,17118,8.0
EV18777,CA,2018.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,25.0,2189,4668,4377,3156,3994,18384,11.0
EV17478,CA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4206,4826,3040,4057,4324,20453,58.0
EV13278,CA,2014.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,16.0,4408,4293,4219,4747,2216,19883,10.0
EV23906,CA,2022.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,38.0,4409,3537,4645,3828,4409,20828,26.0
EV20160,CA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,4718,3833,1729,3808,2826,16914,6.0
EV67380,CA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,1334,4827,2685,1852,2450,13148,5.004000000000001
EV14880,CA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,1934,4984,3179,1907,2880,14884,44.0
EV73649,CA,2013.0,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,6.9,2493,4956,1814,1947,3174,14384,4.0
EV83925,CA,2016.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,19.0,2110,3178,3510,2277,2907,13982,0.0
EV28816,CA,2019.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,20.9,4604,2814,1558,4314,4629,17919,8.899999999999999
EV9284,CA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,4354,4282,4475,1242,2718,17071,29.78
EV90860,CA,2015.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,18.5,3389,2469,4967,4660,2852,18337,10.5
EV18282,CA,2019.0,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,41.0,4544,2739,2579,2550,2935,15347,36.0
EV78282,CA,2014.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,4332,1876,1938,2972,1761,12879,9.0
EV7953,CA,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,2057,1261,2420,2792,3428,11958,18.5
EV90375,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,2923,3234,4100,1264,1010,12531,38.0
EV74795,CA,2016.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,19.0,3729,1087,1026,4567,2215,12624,8.0
EV81311,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,50.0,4171,3214,1424,1621,3319,13749,32.0
EV53560,CA,2021.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,36.6,3648,4717,1504,1837,1386,13092,21.6
EV82918,CA,2012.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,16.0,3585,2299,3676,4505,1629,15694,7.0
EV12280,CA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,4124,1049,2074,2207,1931,11385,8.0
EV32580,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,1968,4566,1897,1947,3648,14026,64.0
EV54025,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,1854,4012,1858,3290,2791,13805,41.0
EV59449,CA,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,1814,1155,4965,2221,3846,14001,29.9
EV18768,CA,2020.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,26.0,1792,3423,1074,1302,2960,10551,13.0
EV35405,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,1559,3721,1839,2485,3681,13285,63.0
EV40830,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1450,3825,4324,4139,1747,15485,43.0
EV88862,CA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,2641,4092,2197,4346,4882,18158,11.0
EV61213,CA,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,1304,2219,4686,4802,1126,14137,78.0
EV80084,CA,2014.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,2322,2970,1815,4308,2525,13940,10.0
EV23830,CA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,1729,2116,1400,4708,1714,11667,50.0
EV25120,CA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,2134,2697,2723,4621,4703,16878,4.004000000000001
EV32916,CA,2018.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,21.998,2661,2903,3317,2623,2274,13778,16.998
EV78751,CA,2018.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,30.0,1537,4459,4107,1427,1920,13450,13.0
EV3032,CA,2019.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,21.258,4880,2946,4725,2408,4397,19356,6.257999999999999
EV76803,CA,2020.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,40.0,4980,1253,4474,3991,4451,19149,36.0
EV84384,CA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3692,4580,4053,2619,4794,19738,8.0
EV86143,CA,2018.0,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,8,43.0,4765,4620,4438,4712,4104,22639,26.0
EV42843,CA,2013.0,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,7.0,3228,4850,2787,4632,4453,19950,4.0
EV11343,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1705,2235,1649,1378,2586,9553,57.0
EV5175,CA,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,3221,1722,3509,2791,4158,15401,76.0
EV23109,CA,2017.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,28.0,3331,1326,1559,4522,3369,14107,10.0
EV59988,CA,2017.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,28.0,4902,2076,1231,4324,4758,17291,18.0
EV59926,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,50.0,2539,4886,4842,2682,3754,18703,33.0
EV43186,CA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2198,1721,2226,1006,4509,11660,54.0
EV5425,CA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,4990,3847,1030,3355,4392,17614,21.0
EV60225,CA,2020.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,105.0,1337,2148,3119,1268,3618,11490,100.0
EV46694,CA,2015.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,2827,3629,1581,4529,4837,17403,7.0
EV8389,CA,2020.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,105.0,3833,3090,1605,4632,3968,17128,95.0
EV15544,CA,2015.0,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,9.035,4543,3656,2392,1576,3321,15488,4.0
EV84376,CA,2020.0,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,40.9,3600,4819,4828,4773,2075,20095,36.9
EV72292,CA,2015.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,18.0,3020,2526,3120,4199,2402,15267,14.0
EV86905,CA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,2465,2820,4594,4638,3434,17951,11.004000000000001
EV78594,CA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,3490,2486,3061,4527,4013,17577,10.004000000000001
EV8516,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3085,3729,3154,3919,3031,16918,61.0
EV17815,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,3465,4553,2425,1095,3562,15100,34.0
EV89523,CA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,2057,1256,3570,2343,4829,14055,42.0
EV54623,CA,2013.0,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,13.3,1176,2182,4653,1783,2371,12165,4.0
EV24350,CA,2019.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,25.0,4482,2196,4907,2470,4473,18528,17.0
EV18772,CA,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,4201,3446,1899,1457,2836,13839,3.1999999999999993
EV14163,CA,2020.0,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,72.9,1798,4638,1111,4200,3167,14914,67.9
EV86128,CA,2014.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,30.0,4010,2184,2875,3007,4515,16591,20.0
EV12402,CA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1105,3355,3124,3441,4412,15437,63.0
EV45348,CA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,4659,4607,3176,2967,1355,16764,19.0
EV71085,CA,2016.0,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,16.365,4199,2140,3751,1553,3869,15512,8.364999999999998
EV6019,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,2768,4641,2995,3716,2377,16497,61.0
EV73245,CA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,3382,2680,1340,2949,1338,11689,58.0
